n_ID	n_LEVEL_LEARN	s_ICON	n_PASSIVE	n_ISCLASS	n_SKILL_FRAME	n_ACHIEVEMENT	s_CONDITIONAL_SKILL	n_LEVELS	f_SP_LEVE1	f_SP_LEVEL2PLUS	s_CONDITIONAL_AMITY	n_PASSIVE_EFFECT	n_CD	n_TARGET	n_EQUIPTYPE	n_EQUIPTYPE_LHAND	n_STAMINA_COST	s_CAST_CONDITION	s_CAST_BEHAVIOR
7182	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7182)	CHASE(7182)
7183	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7183)	CHASE(7183)
7184	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7184)	CHASE(7184)
7190	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7190)	CHASE(7190)
7191	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7191)	CHASE(7191)
7192	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7192)	CHASE(7192)
7193	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7193)	CHASE(7193)
7194	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7194)	CHASE(7194)
7200	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7200)	CHASE(7200)
7201	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7201)	CHASE(7201)
7202	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7202)	CHASE(7202)
7203	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7203)	CHASE(7203)
7204	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7204)	CHASE(7204)
7210	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7210)	CHASE(7210)
7211	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7211)	CHASE(7211)
7212	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	2	0	0	0	RANGE(7212)	CHASE(7212)
7213	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	2	0	0	0	RANGE(7213)	CHASE(7213)
7214	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7214)	CHASE(7214)
7215	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7215)	CHASE(7215)
7216	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7216)	CHASE(7216)
7217	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7217)	CHASE(7217)
7218	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7218)	CHASE(7218)
7219	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7219)	CHASE(7219)
7220	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	0	0	0	RANGE(7220)	CHASE(7220)
7221	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	64	0	0	RANGE(7221)	CHASE(7221)
7222	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	64	0	0	RANGE(7222)	CHASE(7222)
7223	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	64	0	0	RANGE(7223)	CHASE(7223)
7224	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	1	64	0	0	RANGE(7224)	CHASE(7224)
7225	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	1	2	64	0	0	RANGE(7225)	CHASE(7225)
7497	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7497)\nSKIP(669)
7498	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7498)\nSKIP(669)
7499	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7499)\nSKIP(669)
7500	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7500)\nSKIP(669)
7501	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7501)\nSKIP(669)
7502	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7502)\nSKIP(669)
7503	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7503)\nSKIP(669)
7504	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7504)\nSKIP(669)
7505	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7505)\nSKIP(669)
7506	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7506)\nSKIP(669)
7507	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7507)\nSKIP(669)
7511	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	GO(0)	CHASE(7511)
7512	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	GO(0)	CHASE(7512)
7513	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	GO(0)	CHASE(7513)
7514	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	GO(0)	CHASE(7514)
7515	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	GO(0)	CHASE(7515)
7521	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7521)\nSKIP(669)
7522	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7522)\nSKIP(669)
7523	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7523)\nSKIP(669)
7524	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7524)\nSKIP(669)
7525	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7525)\nSKIP(669)
7526	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7526)\nSKIP(669)
7527	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7527)\nSKIP(669)
7528	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7528)\nSKIP(669)
7529	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7529)\nSKIP(669)
7551	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7551)\nSKIP(669)
7552	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7552)\nSKIP(669)
7553	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7553)\nSKIP(669)
7554	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7554)\nSKIP(669)
7559	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7559)\nSKIP(669)
7560	1		2	0	0	0		1	0.0	0.0		0	107	0	0	0	0	BUFF_I(1,0,1)\nCANRIDE(1)\nGO(0)	SKIP(745)\nCHASE(7560)\nSKIP(669)
7600	1		2	0	0	0		1	0.0	0.0		0	5109	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7600)\nSKIP(669)
7601	1		2	0	0	0		1	0.0	0.0		0	5109	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7601)\nSKIP(669)
7602	1		2	0	0	0		1	0.0	0.0		0	5109	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7602)\nSKIP(669)
7603	1		2	0	0	0		1	0.0	0.0		0	5109	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7603)\nSKIP(669)
7604	1		2	0	0	0		1	0.0	0.0		0	5109	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7604)\nSKIP(669)
7605	1		2	0	0	0		1	0.0	0.0		0	5109	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7605)\nSKIP(669)
7606	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7606)\nSKIP(669)
7607	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7607)\nSKIP(669)
7608	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7608)\nSKIP(669)
7609	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7609)\nSKIP(669)
7610	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7610)\nSKIP(669)
7611	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7611)\nSKIP(669)
7612	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7612)\nSKIP(669)
7613	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7613)\nSKIP(669)
7614	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7614)\nSKIP(669)
7615	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7615)\nSKIP(669)
7616	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7616)\nSKIP(669)
7617	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7617)\nSKIP(669)
7618	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7618)\nSKIP(669)
7619	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7619)\nSKIP(669)
7620	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7620)\nSKIP(669)
7621	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7621)\nSKIP(669)
7622	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7622)\nSKIP(669)
7623	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7623)\nSKIP(669)
7624	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7624)\nSKIP(669)
7625	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7625)\nSKIP(669)
7626	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7626)\nSKIP(669)
7627	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7627)\nSKIP(669)
7628	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7628)\nSKIP(669)
7629	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7629)\nSKIP(669)
7630	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7630)\nSKIP(669)
7631	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7631)\nSKIP(669)
7632	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7632)\nSKIP(669)
7633	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7633)\nSKIP(669)
7634	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7634)\nSKIP(669)
7635	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	BUFF_I(1,0,1)\nDUNGEON(0)\nGO(0)	SKIP(745)\nCHASE(7635)\nSKIP(669)
7636	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(7636)
7637	1		2	0	0	0		1	0.0	0.0		0	110	0	0	0	0	GO(0)	CHASE(7637)
7999	1		2	0	0	0		1	0.0	0.0		0	1	0	0	0	0	GO(0)	CHASE(7001)
8001	1		2	0	0	0		1	0.0	0.0		0	201	4	0	0	0	RANGE(8001)	CHASE(8001)
8005	1		2	0	0	0		1	0.0	0.0		0	4	4	0	0	0	GO(0)	CHASE(8005)
8006	1		2	0	0	0		1	0.0	0.0		0	4	4	0	0	0	GO(0)	CHASE(8006)
8017	1		2	0	0	0		1	0.0	0.0		0	4	4	0	0	0	GO(0)	CHASE(8017)
8021	1	I_INT4_1	4	0	0	0		1	0.0	0.0		0	8021	4	0	0	0	GO(0)	CHASE(8021)
8022	1	IS171	4	0	0	0		1	0.0	0.0		0	8022	0	0	0	0	GO(0)	CHASE(8022)
8024	1	IS120	2	0	0	0		1	0.0	0.0		0	1	0	0	0	0	GO(0)	CHASE(8024)
8026	1		2	0	0	0		1	0.0	0.0		0	1	4	0	0	0	GO(0)	CHASE(8026)
8028	1	IS000	4	0	0	0		1	0.0	0.0		0	8028	0	0	0	0	GO(0)	CHASE(8028)
8029	1	IS1040	4	0	0	0		1	0.0	0.0		0	8029	0	0	0	0	GO(0)	CHASE(8029)
8030	1	IS1200	4	0	0	0		1	0.0	0.0		0	8030	0	0	0	0	GO(0)	CHASE(8030)
8031	1	IS000	4	0	0	0		1	0.0	0.0		0	8031	0	0	0	0	GO(0)	CHASE(8031)
8032	1	IS1040	4	0	0	0		1	0.0	0.0		0	8032	0	0	0	0	GO(0)	CHASE(8032)
8033	1	IS1840	4	0	0	0		1	0.0	0.0		0	8033	0	0	0	0	GO(0)	CHASE(8033)
8034	1	IS1811	4	0	0	0		1	0.0	0.0		0	8034	0	0	0	0	GO(0)	CHASE(8034)
8036	1		2	0	0	0		1	0.0	0.0		0	1	0	0	0	0	GO(0)	CHASE(8036)
8037	1		2	0	0	0		1	0.0	0.0		0	1	0	0	0	0	GO(0)	CHASE(8037)
8038	1		2	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8038)
8039	1	ICON_TREASURE_026_000	2	0	0	0		1	0.0	0.0		0	8039	4	0	0	0	GO(0)	CHASE(8039)
8040	1	IS1200	2	0	0	0		1	0.0	0.0		0	8040	4	0	0	0	GO(0)	CHASE(8040)
8041	1		2	0	0	0		1	0.0	0.0		0	8041	4	0	0	0	GO(0)	CHASE(8041)
8042	1		2	0	0	0		1	0.0	0.0		0	1	4	0	0	0	GO(0)	CHASE(8042)
8043	1		2	0	0	0		1	0.0	0.0		0	1	4	0	0	0	GO(0)	CHASE(8043)
8046	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8046)
8047	1	IS120	4	0	0	0		1	0.0	0.0		0	8047	0	0	0	0	GO(0)	CHASE(8047)
8048	1	IS1610	4	0	0	0		1	0.0	0.0		0	8048	4	0	0	0	GO(0)	CHASE(8048)
8049	1		2	0	0	0		1	0.0	0.0		0	8049	0	0	0	0	BUFF_I(3065,0,1)\nGO(0)	CHASE(8049)\nSKIP(753)1
8050	1		2	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8050)
8059	1	IS1811	4	0	0	0		1	0.0	0.0		0	8002	0	0	0	0	GO(0)	CHASE(8034)
8060	1	IS1811	4	0	0	0		1	0.0	0.0		0	8003	0	0	0	0	GO(0)	CHASE(8034)
8061	1	IS1811	4	0	0	0		1	0.0	0.0		0	8004	0	0	0	0	GO(0)	CHASE(8034)
8062	1		0	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8062)
8069	1		2	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8069)
8070	1	ICON_CONTAINER_018_000	2	0	0	0		1	0.0	0.0		0	8039	4	0	0	0	GO(0)	CHASE(8070)
8072	1		2	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8072)
8077	1		5	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8077)
8093	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8093)
8094	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8094)
8100	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8100)
8101	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8101)
8102	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(8102)
8106	1		2	0	0	0		1	0.0	0.0		0	4	4	0	0	0	GO(0)	CHASE(8106)
8107	1		2	0	0	0		1	0.0	0.0		0	4	4	0	0	0	GO(0)	CHASE(8107)
8200	1	IS1000	2	1	0	0		4294967295	0.4000000059604645	1.0		40002	0	0	1	1	0	BUFF_I(1,0,0);RANGE(40122);BUFF_I(40122,0,1)\nBUFF_I(1,0,0);RANGE(40121);BUFF_I(40121,0,1)\nBUFF_I(1,0,0);RANGE(40120);BUFF_I(40120,0,1)\nBUFF_I(1,0,0);RANGE(40002)\nGO(0)	CHASE(40122)\nCHASE(40121)\nCHASE(40120)\nCHASE(40002)\nSKIP(754)
8201	1	IS101	2	1	0	0		4294967295	0.4000000059604645	1.0		40014	8201	1	1	1	15	BUFF_I(1,0,0);RANGE(40014)\nGO(0)	CHASE(40014)\nSKIP(754)
8202	1	IS124	2	1	0	0		4294967295	0.4000000059604645	1.0		40001	8202	1	1	1	7	BUFF_I(1,0,0);KD_ENEMY(1,302);RANGE(40110)\nBUFF_I(1,0,0);KD_ENEMY(1,304);RANGE(40110)\nBUFF_I(1,0,0);RANGE(40001)\nGO(0)	CHASE(40110)\nCHASE(40110)\nCHASE(40001)\nSKIP(754)
8203	1	IS107	2	1	0	0		4294967295	0.4000000059604645	1.0		40010	8203	1	1	1	18	BUFF_I(1,0,0);RANGE(40010)\nGO(0)	CHASE(40010)\nSKIP(754)
8204	1	IS105	2	1	0	0		1	4.0	1.0		0	8204	0	1	1	0	BUFF_I(1,0,0)\nGO(0)	CHASE(40018)\nSKIP(754)
8205	1	IS103	2	1	0	0		4294967295	0.4000000059604645	1.0		40024	8205	0	1	1	10	BUFF_I(1,0,0)\nGO(0)	CHASE(40342)\nSKIP(754)
8206	1	IS1240	2	1	0	0		4294967295	0.4000000059604645	1.0		40016	8206	1	1	1	6	BUFF_I(1,0,0);KD_ENEMY(1,302);RANGE(40260)\nBUFF_I(1,0,0);KD_ENEMY(1,304);RANGE(40260)\nBUFF_I(1,0,0);RANGE(40016)\nGO(0)	CHASE(40260)\nCHASE(40260)\nCHASE(40016)\nSKIP(754)
8207	1	IS106	2	1	0	0		4294967295	0.4000000059604645	1.0		40005	8207	0	1	1	20	BUFF_I(1,0,0)\nGO(0)	CHASE(40005)\nSKIP(754)
8210	1	IS131	2	4	0	0		4294967295	0.4000000059604645	1.0		41012	8210	1	16	0	18	BUFF_I(1,0,0);RANGE(41221)\nGO(0)	CHASE(41221)\nSKIP(754)
8211	1	IS1201	2	4	0	0		4294967295	0.4000000059604645	1.0		41013	8211	1	16	0	0	BUFF_I(1,0,0);RANGE(41013)\nGO(0)	CHASE(41013)\nSKIP(754)
8212	1	IS123	2	4	0	0		4294967295	0.4000000059604645	1.0		41017	8212	1	16	0	0	BUFF_I(1,0,0);RANGE(41017)\nGO(0)	CHASE(41017)\nSKIP(754)
8213	1	IS132	2	4	0	0		4294967295	0.4000000059604645	1.0		41014	8213	1	16	0	15	BUFF_I(1,0,0);RANGE(41014)\nGO(0)	CHASE(41014)\nSKIP(754)
8214	1	IS1230	2	4	0	0		4294967295	0.4000000059604645	1.0		41020	8214	4	16	0	18	BUFF_I(1,0,0);RANGE(41301)\nGO(0)	CHASE(41301)\nSKIP(754)
8215	1	IS128	2	4	0	0		4294967295	0.4000000059604645	1.0		41021	8215	0	16	0	0	BUFF_I(1,0,0)\nGO(0)	CHASE(41021)\nSKIP(754)
8216	1	IS1211	2	4	0	0		4294967295	0.4000000059604645	1.0		41018	8216	4	16	0	30	BUFF_I(1,0,0);RANGE(41018)\nGO(0)	CHASE(41018)\nSKIP(754)
8217	1	IS133	2	4	0	0		4294967295	0.4000000059604645	1.0		41023	8217	0	16	0	18	BUFF_I(1,0,0)\nGO(0)	CHASE(41023)\nSKIP(754)
8220	1	IS171	2	16	0	0		4294967295	0.4000000059604645	1.0		42008	0	1	8	0	5	BUFF_I(1,0,0);RANGE(42008);BUFF_I(42181,0,1)\nBUFF_I(1,0,0);RANGE(42008);BUFF_I(42180,0,1)\nBUFF_I(1,0,0);RANGE(42008)\nGO(0)	CHASE(42181)\nCHASE(42180)\nCHASE(42008)\nSKIP(754)
8221	1	IS1642	2	16	0	0		4294967295	0.4000000059604645	1.0		42022	8221	0	8	0	0	BUFF_I(1,0,0);\nGO(0)	CHASE(42022)\nSKIP(754)
8222	1	IB038	2	16	0	0		4294967295	0.4000000059604645	1.0		42026	8222	1	8	0	15	BUFF_I(1,0,0)\nGO(0)	CHASE(42026)\nSKIP(754)
8223	1	IS1811	2	16	0	0		4294967295	0.4000000059604645	1.0		42002	8223	0	8	0	15	BUFF_I(1,0,0)\nGO(0)	CHASE(42121)\nSKIP(754)
8224	1	IS167	2	16	0	0		4294967295	0.4000000059604645	1.0		42003	8224	0	8	0	15	BUFF_I(1,0,0)\nGO(0)	CHASE(42003)\nSKIP(754)
8225	1	IS163	2	16	0	0		4294967295	0.4000000059604645	1.0		42017	8225	0	8	0	10	BUFF_I(1,0,0)\nGO(0)	CHASE(42017)\nSKIP(754)
8226	1	IS1841	2	16	0	0		4294967295	0.4000000059604645	1.0		42019	8226	4	8	0	12	BUFF_I(1,0,0)\nGO(0)	CHASE(42019)\nSKIP(754)
8227	1	IS1831	2	16	0	0		4294967295	0.4000000059604645	1.0		42021	8227	4	8	0	50	BUFF_I(1,0,0)\nGO(0)	CHASE(42021)\nSKIP(754)
8230	1	IS146	2	2	0	0		4294967295	0.4000000059604645	1.0		43006	8230	0	2	4	0	BUFF_I(1,0,0);BUFF_I(43131,0,1)\nBUFF_I(1,0,0);BUFF_I(43130,0,1)\nBUFF_I(1,0,0)\nGO(0)	CHASE(43131)\nCHASE(43130)\nCHASE(43003)\nSKIP(754)
8231	1	IS141	2	2	0	0		4294967295	0.4000000059604645	1.0		43022	8231	1	2	4	12	BUFF_I(1,0,0);HP_ENEMY<(0.8);RANGE(43010)\nBUFF_I(1,0,0);RANGE(43010)\nGO(0)	CHASE(43200)\nCHASE(43010)\nSKIP(754)
8232	1	IS1431	2	2	0	0		4294967295	0.4000000059604645	1.0		43007	8232	1	2	4	10	BUFF_I(1,0,0)\nRANGE(43011)	CHASE(43011)\nSKIP(754)
8233	1	IS143	2	2	0	0		4294967295	0.4000000059604645	1.0		43010	8233	0	2	4	0	BUFF_I(1,0,0);KD_ENEMY(1,304);RANGE(43180)\nBUFF_I(1,0,0);KD_ENEMY(1,302);RANGE(43180)\nBUFF_I(1,0,0);RANGE(43008)\nGO(0)	CHASE(43180)\nCHASE(43180)\nCHASE(43008)\nSKIP(754)
8234	1	IB015	2	2	0	0		4294967295	0.4000000059604645	1.0		43011	8234	1	2	4	18	BUFF_I(1,0,0)\nGO(0)	CHASE(43005)\nSKIP(754)
